year_ce,lead_concentration_pg_g,lead_flux_ug_m2_a,lead_emissions_kt_a
-1044.5,2.09,0.06800962483199997,0.18676740372482248
-1043.5,2.4,0.18517392734800003,0.18676740372482248
-1042.5,2.17,0.102992299015,0.22939263456701714
-1041.5,2.52,0.21550972311000005,0.23079802721106077
-1040.5,2.08,0.17431023198599999,0.23079802721106077
-1039.5,1.32,0.05481411504300004,0.22939263456701714
-1038.5,1.0,0.03747270140800002,0.22939263456701714
-1037.5,1.42,0.09354354644,0.15192530254663394
-1036.5,1.53,0.09411664859000005,0.15192530254663394
-1035.5,1.42,0.05280034112,0.15192530254663394
-1034.5,1.0,0.03752593447400002,0.15192530254663394
-1033.5,1.07,0.007294207613999992,0.1580156999401829
-1032.5,1.5,0.06195330386700001,0.22939263456701714
-1031.5,1.52,0.06443689438200001,0.1580156999401829
-1030.5,1.74,0.112223030675,0.15192530254663394
-1029.5,2.03,0.15464249732799995,0.15192530254663394
-1028.5,3.17,0.35599421487,0.15507644833958445
-1027.5,4.11,0.3049185564960001,0.15507644833958445
-1026.5,1.44,0.029289104908,0.1580156999401829
-1025.5,1.0,0.010538607940000009,0.15507644833958445
-1024.5,0.8,0.04711382363200001,0.15507644833958445
-1023.5,1.28,0.06323830307100001,0.15507644833958445
-1022.5,1.08,0.023435558625,0.15507644833958445
-1021.5,2.19,0.09387981941,0.15507644833958445
-1020.5,1.32,0.04250176967400002,0.15507644833958445
-1019.5,2.08,0.153707691333,0.15507644833958445
-1018.5,1.66,0.078323274967,0.19206864691752043
-1017.5,1.73,0.105996362445,0.20520772766192102
-1016.5,1.45,0.083681233439,0.20520772766192102
-1015.5,1.08,0.04160634361000002,0.19206864691752043
-1014.5,1.18,0.04986531933399998,0.19206864691752043
-1013.5,1.2,0.086725225697,0.1272733083459994
-1012.5,1.49,0.08938958703900002,0.12228248137768456
-1011.5,1.16,0.051900518307,0.11241549754564474
-1010.5,1.28,0.04584168247199998,0.11241549754564474
-1009.5,1.55,0.036094421520000024,0.12228248137768456
-1008.5,1.22,0.011346362213999995,0.11984440294582208
-1007.5,0.96,0.016185763166000008,0.11241549754564474
-1006.5,1.32,-0.00036921750499997936,0.11241549754564474
-1005.5,1.37,0.08117021714800003,0.11241549754564474
-1004.5,1.44,0.05594567147400003,0.13719305564572823
-1003.5,,,0.19905007527055438
-1002.5,,,0.21798720330023144
-1001.5,1.97,0.179710634708,0.22878184495363127
-1000.5,1.58,0.10339094112000002,0.2535409579440374
-999.5,7.59,1.1365040828879998,0.2535409579440374
-998.5,1.37,0.09329447381100005,0.2535409579440374
-997.5,1.41,0.088892549291,0.24487873305773378
-996.5,1.9,0.17019251754400003,0.24487873305773378
-995.5,1.72,0.13345944997600004,0.2362165081714302
-994.5,1.12,0.043242018534,0.2324991765625307
-993.5,0.83,0.03191999939999999,0.22878184495363127
-992.5,1.4,0.096326239697,0.22710185573583075
-991.5,0.91,,0.2362165081714302
-990.5,1.48,,0.17112848334264447
-989.5,2.2,,0.10604045851385878
-988.5,,,0.15724624401877885
-987.5,,,0.2362165081714302
-986.5,,,
-985.5,,,
-984.5,,,
-983.5,,,0.11724043574220476
-982.5,,,0.23430635143084116
-981.5,,,0.11724043574220476
-980.5,,,0.12136927758043861
-979.5,,,0.12549811941867242
-978.5,1.05,0.04780923400700003,0.12136927758043861
-977.5,1.77,0.14328536768000003,0.11724043574220476
-976.5,1.08,0.018204600720000012,0.12136927758043861
-975.5,1.16,0.051176617697999985,0.12549811941867242
-974.5,1.89,0.11852909420800001,0.13598586276450883
-973.5,1.09,0.03690828037200002,0.14647360611034524
-972.5,1.57,-0.019175567951999928,0.29066357036885604
-971.5,3.44,0.122893720143,0.14647360611034524
-970.5,1.75,0.059730167889999984,0.28055573797804306
-969.5,2.73,0.257957271033,0.29066357036885604
-968.5,2.56,0.27449014626,0.2931378511539471
-967.5,1.86,0.139114207824,0.3013667463786663
-966.5,1.02,0.028651388759999993,0.3013667463786663
-965.5,1.61,0.11440724221200005,0.2931378511539471
-964.5,1.44,0.11953807603499998,0.2931378511539471
-963.5,2.13,0.19344617917999996,0.28055573797804306
-962.5,1.46,0.155323747098,0.20310443455880436
-961.5,1.33,0.06603561673800004,0.20310443455880436
-960.5,1.81,0.07830843479200003,0.28055573797804306
-959.5,1.43,0.03414300671999997,0.2931378511539471
-958.5,1.44,0.08282353590900002,0.38089344389444235
-957.5,1.22,0.052183878785000005,0.38089344389444235
-956.5,3.16,0.266948350682,0.37835695634340655
-955.5,4.71,0.786514784454,0.5488187484529569
-954.5,3.01,0.4401582289559999,0.5488187484529569
-953.5,3.32,0.223801658584,0.5488187484529569
-952.5,3.05,0.4022890803359999,0.5488187484529569
-951.5,1.83,0.154289398103,0.5488187484529569
-950.5,2.58,0.25176284233,0.37835695634340655
-949.5,1.95,0.15166423142199997,0.3747409634365026
-948.5,0.95,-0.01744274735800003,0.3719193780811969
-947.5,1.54,0.03632975857500002,0.2668768339785818
-946.5,2.03,0.15281483985899996,0.2668768339785818
-945.5,1.27,0.043793461593,0.25682327924448156
-944.5,1.47,0.03561342479999999,0.23500662441112163
-943.5,2.2,0.10882915033500005,0.19042135556590367
-942.5,1.93,0.10472943211200002,0.22205471312745642
-941.5,1.76,0.11093024963999999,0.228530668769289
-940.5,1.28,0.07765152944500002,0.228530668769289
-939.5,1.6,0.095832863709,0.228530668769289
-938.5,1.26,0.058419933084000016,0.228530668769289
-937.5,1.5,0.09055123068300004,0.2081920576730782
-936.5,2.73,,0.1923753788923018
-935.5,1.64,0.12993400056600002,0.18934294316662584
-934.5,1.55,0.067960625986,0.19129696649302397
-933.5,1.5,0.07924518368000003,0.19129696649302397
-932.5,0.89,0.010079230140000015,0.19129696649302397
-931.5,1.62,0.076772002336,0.19129696649302397
-930.5,1.13,0.023491254516,0.19129696649302397
-929.5,4.6,0.41707144163999993,0.18472166263358822
-928.5,4.34,0.41017766165999997,0.19129696649302397
-927.5,1.06,0.034082720939999984,0.21909854569002551
-926.5,1.61,0.10191948026,0.24993256061270297
-925.5,,,0.26087688832905637
-924.5,1.12,0.07388252464700003,0.26087688832905637
-923.5,1.89,0.181951870633,0.24993256061270297
-922.5,1.62,0.11509248867000003,0.18117879449982838
-921.5,,,0.18117879449982838
-920.5,1.24,0.10638244494900001,0.14684195094064575
-919.5,1.04,0.059880374464000005,0.16401037272023702
-918.5,0.89,0.03969976062999999,0.13421652975604104
-917.5,0.87,0.016059781254000004,0.12751549309195895
-916.5,1.26,0.0008401880760000171,0.12751549309195895
-915.5,1.58,0.038546845238000026,0.1334398776124815
-914.5,1.67,0.12204636423999998,0.1334398776124815
-913.5,1.43,0.049583385852,0.1334398776124815
-912.5,2.13,0.054415170792,0.29424020594559014
-911.5,3.11,0.2976001725,0.29424020594559014
-910.5,1.99,0.13915759160799998,0.29424020594559014
-909.5,2.03,0.13387938220999993,0.29424020594559014
-908.5,2.19,0.11998760300800003,0.27328529353649766
-907.5,1.96,0.12158281047599998,0.27328529353649766
-906.5,1.18,0.02776582368,0.29424020594559014
-905.5,1.97,0.11144244275999998,0.29424020594559014
-904.5,1.26,0.04401494991700001,0.29424020594559014
-903.5,1.19,0.063481162979,0.2837627497410439
-902.5,1.33,0.014090202945000027,0.28571867752917945
-901.5,2.09,0.15187788857999995,0.2932659866756436
-900.5,1.66,0.12773821354700002,0.3428449998708037
-899.5,7.98,1.196591710624,0.3428449998708037
-898.5,,,0.3428449998708037
-897.5,2.84,0.26763954544599994,0.3428449998708037
-896.5,2.99,0.2671248995360001,0.3428449998708037
-895.5,2.31,0.17227218729600002,0.294834740086229
-894.5,1.88,0.11145708578399999,0.2748720011618912
-893.5,2.41,0.10963192175900006,0.2710833181133767
-892.5,1.63,0.10173237335999999,0.26884543426063967
-891.5,1.68,0.02628873450000003,0.2494737267714588
-890.5,1.87,0.11272188015600003,0.23505315041603994
-889.5,1.78,0.08499868473600002,0.23505315041603994
-888.5,2.28,0.03916115865599997,0.20843845426395774
-887.5,1.56,0.09585183645200003,0.20843845426395774
-886.5,1.0,0.022209137279999985,0.20843845426395774
-885.5,0.99,0.074457055302,0.20843845426395774
-884.5,2.04,0.181561786957,0.20843845426395774
-883.5,1.91,0.024143571144000012,0.18258769020247836
-882.5,1.3,0.08722163866799999,0.21388970427947496
-881.5,1.73,0.14090126052000002,0.21388970427947496
-880.5,1.36,0.038695188017000004,0.21388970427947496
-879.5,1.69,0.09220372286999998,0.21388970427947496
-878.5,1.45,0.06695704415400001,0.21388970427947496
-877.5,1.97,0.184583952828,0.2183632863464212
-876.5,1.9,0.14364280958999998,0.22610704544543697
-875.5,1.22,0.004947287675999983,0.22392626391740714
-874.5,1.14,0.03206284382999996,0.22610704544543697
-873.5,1.98,0.09705413279000001,0.23800148768782584
-872.5,1.54,0.089045911416,0.2589913205374955
-871.5,2.05,0.12381428268599999,0.24849640411266072
-870.5,1.63,0.091314426496,0.24849640411266072
-869.5,2.17,0.149508302057,0.26658975889776493
-868.5,2.7,0.10561353317200001,0.28890619889284663
-867.5,1.89,0.111810635995,0.3351283449632678
-866.5,1.6,,0.3741590775688628
-865.5,1.92,0.1556468056,0.41605721475676527
-864.5,1.96,0.20441290606799997,0.4504287637746813
-863.5,1.92,0.18863947375799997,0.4504287637746813
-862.5,3.54,0.35440666378400004,0.4504287637746813
-861.5,3.83,0.41511120991200007,0.4504287637746813
-860.5,2.33,0.18367941090000003,0.41605721475676527
-859.5,2.7,,0.40906762040666134
-858.5,1.71,0.10791978577199995,0.34952614964514583
-857.5,2.09,0.14994626124799998,0.32370645266835957
-856.5,2.07,0.135118825284,0.29035696160885593
-855.5,1.54,0.10784001540000002,0.29035696160885593
-854.5,1.59,0.10481324652500003,0.26454903148367775
-853.5,1.64,0.128888339944,0.26445122283471234
-852.5,1.62,0.10292403645600004,0.2570288135623951
-851.5,1.36,0.059714191968000034,0.25239598862180546
-850.5,1.79,0.155915775,0.25239598862180546
-849.5,1.45,0.09851854118399998,0.25239598862180546
-848.5,1.31,0.09174948556300001,0.25239598862180546
-847.5,1.84,0.09599214673300002,0.24159259057376545
-846.5,2.58,0.09700370316000005,0.23787782137276528
-845.5,2.22,0.13583969119100006,0.24159259057376545
-844.5,3.39,0.11208814675599998,0.24159259057376545
-843.5,1.7,0.15336533549700002,0.27486872442435584
-842.5,1.01,0.057543633329000005,0.28747918670599315
-841.5,1.29,0.07944080796200002,0.3331135693156593
-840.5,3.77,0.331739893488,0.3331135693156593
-839.5,2.22,0.20608854746400002,0.28747918670599315
-838.5,1.65,0.11723054100199998,0.28747918670599315
-837.5,2.17,0.15900673126800005,0.2244647039510296
-836.5,2.43,0.208845824852,0.25925980370316026
-835.5,1.53,0.09153399584000002,0.28747918670599315
-834.5,1.28,0.07863361037999998,0.25925980370316026
-833.5,0.87,-0.20418356158200004,0.24186225382709495
-832.5,1.92,-0.027228262954000028,0.21409557628517087
-831.5,1.78,0.10572301736500002,0.21409557628517087
-830.5,1.83,0.15203232257200003,0.21409557628517087
-829.5,1.03,0.053691374825999984,0.1982780585609655
-828.5,1.9,,0.23149312616123616
-827.5,1.76,0.08307718573200003,0.24082698123389112
-826.5,3.15,0.28399925334799997,0.27162381716701595
-825.5,1.55,0.11580680815300003,0.2914195258292025
-824.5,1.1,0.046113673088,0.2914195258292025
-823.5,1.73,0.12186791927999999,0.3006064554687098
-822.5,1.24,0.090689652515,0.3023616899098862
-821.5,1.89,0.123299446101,0.3023616899098862
-820.5,1.78,0.124866045625,0.2988512210275334
-819.5,2.68,0.20361191843000004,0.2988512210275334
-818.5,3.0,0.26298298075,0.3023616899098862
-817.5,1.94,0.17424819629999996,0.3023616899098862
-816.5,1.94,0.11907877323999999,0.3062033915108865
-815.5,1.83,0.061979531926000045,0.3396739444262819
-814.5,1.31,0.07025957865600004,0.3588713564823266
-813.5,1.86,0.14634340577,0.3396739444262819
-812.5,1.4,0.10016970711999998,0.2920115235533935
-811.5,1.69,0.138514932944,0.24564167058602798
-810.5,2.64,0.207910573497,0.24564167058602798
-809.5,2.72,0.25497770955200005,0.3396739444262819
-808.5,1.48,-0.0066818159749999955,0.35280398664164603
-807.5,1.44,0.03469153096199999,0.35280398664164603
-806.5,1.68,0.07460489985900003,0.35280398664164603
-805.5,2.22,0.14386920561299998,0.35280398664164603
-804.5,2.48,0.224835208497,0.35280398664164603
-803.5,2.06,0.172256424936,0.3170570433802097
-802.5,2.49,0.21229085458400004,0.35280398664164603
-801.5,1.97,0.10938048539900001,0.4224166887077524
-800.5,2.2,0.11471486198400005,0.5205913211633768
-799.5,6.8,0.5705071592700001,0.535972298807248
-798.5,,,0.5205913211633768
-797.5,,,0.9598101930365375
-796.5,7.74,1.375020028952,1.3990290649096986
-795.5,4.16,0.574385025435,1.4037838233614655
-794.5,,,1.4085385818132319
-793.5,,,1.4085385818132319
-792.5,,,1.2205720202464834
-791.5,,,1.032605458679735
-790.5,,,0.7300558025469238
-789.5,3.16,,0.5662995288476977
-788.5,3.5,0.42108403724699994,0.5577731876894669
-787.5,2.57,0.29770794078999996,0.5492468465312361
-786.5,2.72,0.22397623181100001,0.4820992802626619
-785.5,1.64,0.169212298388,0.41495171399408776
-784.5,2.1,0.230930109747,0.4820992802626619
-783.5,1.94,0.135141240784,0.4820992802626619
-782.5,1.4,0.11620020585599997,0.41495171399408776
-781.5,1.06,0.06147668559600002,0.41495171399408776
-780.5,1.04,0.030331836300000005,0.41495171399408776
-779.5,3.32,0.28662557095,0.536195825466405
-778.5,,,0.3314007907748231
-777.5,,,0.31294583768704193
-776.5,4.81,0.44633081001599995,0.3827317749881432
-775.5,2.74,0.24563827513800002,0.3827317749881432
-774.5,2.23,0.218654183013,0.3827317749881432
-773.5,1.28,0.05996979201000003,0.3556437388848057
-772.5,1.68,0.12761553375999998,0.3556437388848057
-771.5,2.27,0.15607339632000003,0.3556437388848057
-770.5,2.8,0.08727212379899996,0.3207507702342551
-769.5,2.33,0.133981048255,0.3207507702342551
-768.5,,,0.26829495268360687
-767.5,,,0.31287500758581643
-766.5,,,0.2682241225823813
-765.5,1.35,0.09119935027800004,0.22138065015205108
-764.5,2.18,0.17103694624100005,0.2330742778901413
-763.5,1.76,0.089353361604,0.2330742778901413
-762.5,2.01,0.12755776643999994,0.2330742778901413
-761.5,2.28,-0.06043744555200009,0.2330742778901413
-760.5,1.29,0.08178974157,0.2330742778901413
-759.5,1.46,0.09889040198399998,0.23081086036202053
-758.5,3.35,0.1430720313600001,0.23081086036202053
-757.5,,,0.22735847725919445
-756.5,,,0.22735847725919445
-755.5,,,0.2654398760448038
-754.5,1.3,0.08653768132100004,0.31961218801998026
-753.5,1.58,0.11759595049800003,0.3399261823561383
-752.5,1.92,-0.020491024619999992,0.3186521424458371
-751.5,3.17,0.31530608375999997,0.30830103222986127
-750.5,2.33,0.214945028562,0.29833814810967907
-749.5,2.36,0.19263712406399994,0.30830103222986127
-748.5,2.08,0.13416355369200003,0.32900325266181285
-747.5,1.64,0.12572143818099998,0.36160934159368846
-746.5,1.34,0.06083150308800002,0.4117996730054294
-745.5,1.6,0.08775956151600005,0.37890146561755517
-744.5,2.0,0.178112031678,0.37890146561755517
-743.5,1.87,0.17318406938000003,0.37890146561755517
-742.5,1.84,0.14745992303700003,0.4117996730054294
-741.5,1.96,0.16792693413399992,0.42469150948426765
-740.5,2.46,0.15451144240999998,0.42469150948426765
-739.5,2.73,0.24604182991199997,0.42469150948426765
-738.5,2.55,0.18852053812899996,0.4117996730054294
-737.5,2.42,0.23588417622,0.37890146561755517
-736.5,2.42,0.22398533445299998,0.4047420378225668
-735.5,1.58,0.09666245195100003,0.4047420378225668
-734.5,2.24,0.148282972143,0.4047420378225668
-733.5,2.34,0.089943201789,0.363627667923923
-732.5,1.32,0.08549736441600002,0.3356736726272699
-731.5,2.16,0.165048915728,0.3243381548112224
-730.5,2.07,0.18316317183999997,0.3243381548112224
-729.5,1.86,0.13688367040800006,0.3243381548112224
-728.5,1.4,0.06953892815999997,0.31535266493238945
-727.5,2.13,0.009982671707999964,0.31535266493238945
-726.5,1.98,0.13226118312,0.3243381548112224
-725.5,1.76,0.136768609497,0.3243381548112224
-724.5,1.45,0.128597008848,0.31535266493238945
-723.5,1.99,0.11766504765100004,0.31535266493238945
-722.5,1.74,0.11663506239600002,0.3243381548112224
-721.5,2.69,0.20625307085500003,0.33039598768240863
-720.5,2.29,0.22987521042600007,0.33539151392670236
-719.5,1.77,0.09363973518900001,0.33039598768240863
-718.5,2.08,0.15873089357899997,0.33039598768240863
-717.5,2.11,0.15245085450800003,0.36520315769630857
-716.5,1.95,0.13473149421599998,0.3738483785197737
-715.5,2.0,0.148925437848,0.36520315769630857
-714.5,1.29,0.09895395510000002,0.33039598768240863
-713.5,2.21,0.07389719348399999,0.33039598768240863
-712.5,2.3,0.22661694953999995,0.2917246203695254
-711.5,3.9,0.398963003328,0.28873144120105015
-710.5,2.15,0.11774119526400002,0.28873144120105015
-709.5,1.99,0.11896177758600002,0.24339155150464584
-708.5,1.52,0.06759931761400001,0.28669179830534375
-707.5,1.4,0.08369451236099999,0.28669179830534375
-706.5,1.56,0.09925213572900003,0.24339155150464584
-705.5,2.02,0.12605859409,0.24339155150464584
-704.5,1.18,0.05102387503199998,0.24339155150464584
-703.5,1.5,0.11690945352,0.2056831650673866
-702.5,1.58,0.081201175984,0.24339155150464584
-701.5,1.75,0.06184340642700004,0.28669179830534375
-700.5,2.31,0.22042400385600003,0.30912782451183823
-699.5,2.3,0.273436370208,0.28669179830534375
-698.5,1.23,0.08387511107199998,0.4919707225604604
-697.5,2.23,0.20215465578,0.4919707225604604
-696.5,2.57,0.23248403543299997,0.4919707225604604
-695.5,2.75,0.24260496235199996,0.4919707225604604
-694.5,1.63,0.06109590637199998,0.22208135275147747
-693.5,2.6,0.20061972007000003,0.22208135275147747
-692.5,2.02,0.089135657898,0.22208135275147747
-691.5,1.77,0.09056209400000001,0.2185833676105232
-690.5,1.76,0.08441095563199999,0.2185833676105232
-689.5,2.21,0.08042444992799999,0.2185833676105232
-688.5,2.27,0.14891991156,0.22208135275147747
-687.5,1.55,0.07394694568800005,0.22208135275147747
-686.5,1.7,0.08297837232,0.2543733270782483
-685.5,1.42,0.10721930459999998,0.2543733270782483
-684.5,1.53,0.10373037120200003,0.26292908163807155
-683.5,2.66,0.22359569475600005,0.36518960582862836
-682.5,2.65,0.28508233634200003,0.26292908163807155
-681.5,2.19,0.16586116749000002,0.26292908163807155
-680.5,1.24,0.06354869328400001,0.26292908163807155
-679.5,12.62,2.034965979381,0.388080637386349
-678.5,2.0,0.17333357802600002,0.40673388631140284
-677.5,1.46,0.099414372083,0.40673388631140284
-676.5,1.2,0.03640374868799999,0.388080637386349
-675.5,1.05,0.06077075235000001,0.388080637386349
-674.5,2.1,0.158254597818,0.42505814281710247
-673.5,2.3,0.18754498912,0.4065693901017257
-672.5,2.34,0.2401082835,0.32650319089999885
-671.5,1.73,0.10803351957000001,0.32650319089999885
-670.5,2.43,0.25224556140000004,0.32650319089999885
-669.5,2.61,0.23391265813999998,0.32650319089999885
-668.5,,,0.3309658732731864
-667.5,1.57,0.05735409718500003,0.2228708208189052
-666.5,1.06,0.009942977911000041,0.2000680679001556
-665.5,1.84,0.07373453952,0.2000680679001556
-664.5,1.18,0.003940817265000004,0.1868278103663515
-663.5,2.32,0.161894253787,0.18042655094071172
-662.5,2.27,0.07341699809400001,0.18042655094071172
-661.5,1.85,0.08943614498000003,0.18081589722416175
-660.5,2.9,0.293725187808,0.1928397235085412
-659.5,1.47,0.07863771068999999,0.2193202385761494
-658.5,1.17,0.03222603261000002,0.2211414751911415
-657.5,,,0.2211414751911415
-656.5,,,0.23767926703838277
-655.5,2.59,0.20507122327900001,0.3157477094718644
-654.5,1.71,0.09017882327999997,0.3157477094718644
-653.5,1.81,0.09692273510000006,0.35160414498104137
-652.5,2.11,0.128758103241,0.4341026549144212
-651.5,14.32,1.976906246758,0.39285339994773133
-650.5,1.92,0.19755483929999995,0.35160414498104137
-649.5,1.62,0.143379924672,0.35160414498104137
-648.5,2.36,0.18144440490599997,0.4341026549144212
-647.5,1.95,0.177021820846,0.44494795902920803
-646.5,1.61,0.088373438875,0.48445485320099524
-645.5,1.67,0.09424820436399997,0.48445485320099524
-644.5,4.98,0.5885061225120001,0.4591092479400001
-643.5,3.12,0.292533781014,0.5007965429394812
-642.5,2.65,0.290768651496,0.5198863202194116
-641.5,4.54,0.639760961295,0.5198863202194116
-640.5,4.49,0.7097965525959999,0.5198863202194116
-639.5,2.33,0.18721920752500001,0.5198863202194116
-638.5,2.32,0.20421878304799998,0.5007965429394812
-637.5,2.56,0.212003363712,0.4591092479400001
-636.5,2.88,0.16009580689999992,0.39259575166395
-635.5,2.23,0.13409098243200004,0.3288252894226714
-634.5,2.13,0.09278313142600003,0.22752790300546946
-633.5,1.42,0.06932045168399997,0.21343651368281802
-632.5,1.89,0.07501940225999999,0.21343651368281802
-631.5,1.78,0.08104300426600002,0.21343651368281802
-630.5,2.27,-0.03552771109400009,0.19873811683768094
-629.5,1.82,0.029499243032000005,0.18396670837257853
-628.5,1.57,0.08703683301499998,0.18396670837257853
-627.5,2.54,0.246465656704,0.19873811683768094
-626.5,1.72,0.135468319636,0.21343651368281802
-625.5,1.27,0.005289550228000008,0.2966499447582681
-624.5,1.24,0.051564202421999994,0.2966499447582681
-623.5,1.63,0.12097026539799999,0.2966499447582681
-622.5,1.99,0.16391555291,0.2966499447582681
-621.5,2.29,0.18674947068999997,0.18253291186394655
-620.5,3.63,0.22684983367499997,0.18253291186394655
-619.5,2.66,0.07443471735700001,0.2367489032222334
-618.5,1.94,0.010498717199999986,0.2966499447582681
-617.5,1.74,0.05805304230400005,0.3116823647676018
-616.5,1.44,0.07064091518999997,0.3116823647676018
-615.5,1.48,0.09654334397000003,0.2367489032222334
-614.5,3.24,0.30453992002400004,0.2367489032222334
-613.5,3.48,0.28656061,0.2367489032222334
-612.5,1.89,0.12710030475999998,0.2367489032222334
-611.5,3.0,0.24093320326399995,0.24973048607599874
-610.5,1.05,0.055778767338000024,0.24973048607599874
-609.5,1.63,0.10183707670399998,0.24973048607599874
-608.5,1.39,0.037578553375999975,0.2491592805307372
-607.5,1.62,0.09491329707600002,0.2327516124874601
-606.5,1.99,0.10813161176999997,0.16979455859335627
-605.5,1.48,0.057957192446000026,0.16979455859335627
-604.5,1.67,0.004741419759999989,0.16979455859335627
-603.5,1.69,0.10160414598,0.16979455859335627
-602.5,1.72,0.06924017071000003,0.20127308554040815
-601.5,1.39,0.020843895660999985,0.20947691956204673
-600.5,2.39,0.18967701527500008,0.20947691956204673
-599.5,1.36,-0.09707841425999994,0.29286897351853447
-598.5,2.36,0.2140809203,0.37593246548773634
-597.5,4.38,,0.37593246548773634
-596.5,2.48,0.13725271598400002,0.37593246548773634
-595.5,3.83,0.21938455894400005,0.37593246548773634
-594.5,2.93,0.16934872403200005,0.37593246548773634
-593.5,3.29,0.31698065112400003,0.4034594974969457
-592.5,1.55,0.05761092777300003,0.364105698515541
-591.5,1.41,0.08777732564999999,0.39163273052475034
-590.5,1.73,0.11885190765599998,0.415286264469141
-589.5,2.6,0.256717973304,0.415286264469141
-588.5,2.12,0.15970309850800005,0.39163273052475034
-587.5,1.57,0.09541354066200002,0.39163273052475034
-586.5,5.04,0.6099080280960001,0.4589775288411286
-585.5,3.41,0.42822829449,0.5500356105856649
-584.5,2.31,0.18716549406700006,0.5897867790920136
-583.5,2.13,0.129746476758,0.5500356105856649
-582.5,1.76,0.224297880268,0.5500356105856649
-581.5,2.7,0.3251474154240001,0.5500356105856649
-580.5,3.5,0.4110517135230001,0.4589775288411286
-579.5,,,0.31817145342459474
-578.5,,,0.2909445186976349
-577.5,1.96,0.09436237512499998,0.2909445186976349
-576.5,1.54,0.033493784166000046,0.2909445186976349
-575.5,1.5,0.09390703561900002,0.2909445186976349
-574.5,1.34,0.07990232769500002,0.2909445186976349
-573.5,1.58,0.11864366154400001,0.2611725650230787
-572.5,2.21,0.15236405086,0.26872867323096866
-571.5,2.08,0.12854766574400006,0.2909445186976349
-570.5,1.99,0.137857750983,0.31523166305620426
-569.5,2.4,0.184878018755,0.3163859247183229
-568.5,1.62,0.08521571986100003,0.33806236664073774
-567.5,2.38,0.10958430802100003,0.34043385600548676
-566.5,2.32,0.13882481571,0.34043385600548676
-565.5,2.12,0.129018359712,0.34043385600548676
-564.5,2.11,0.18166736632199998,0.3452932061356592
-563.5,2.16,0.22447061059500004,0.34043385600548676
-562.5,1.52,0.144888087474,0.34043385600548676
-561.5,1.59,0.14080640001600003,0.3452932061356592
-560.5,1.83,0.07302523974000005,0.3452932061356592
-559.5,2.38,0.144749424435,0.354962507696902
-558.5,1.46,0.08661978361999997,0.354962507696902
-557.5,1.99,0.11842425026800002,0.35012785691628057
-556.5,2.03,0.15135189007799996,0.3178498362113618
-555.5,2.14,0.11785114511300004,0.2897037662805295
-554.5,2.2,0.19858093504000002,0.3226844869919832
-553.5,2.27,0.18619831263000003,0.2897037662805295
-552.5,,,0.29626549673903335
-551.5,1.45,0.07516252377100002,0.2955627967324984
-550.5,1.94,0.10570208377800001,0.2741047677413133
-549.5,1.78,0.171148925584,0.24408824107818294
-548.5,1.85,0.08309204005800001,0.22329366327442302
-547.5,1.87,0.12320273400800003,0.21069109440821895
-546.5,1.8,0.093370390871,0.21761931360111222
-545.5,1.68,0.08874252831399997,0.22896801294773375
-544.5,1.28,0.03152450980000001,0.21761931360111222
-543.5,1.6,0.005318854141000024,0.2037628752153257
-542.5,1.36,0.078029657952,0.21761931360111222
-541.5,1.81,0.15810583512600002,0.21761931360111222
-540.5,2.09,0.178424204016,0.21761931360111222
-539.5,1.83,0.07024380721200002,0.37596604258299476
-538.5,1.39,0.07060815320399999,0.37975118755592663
-537.5,2.03,0.16956217852799998,0.37975118755592663
-536.5,1.77,0.15763445126,0.38655987985500473
-535.5,1.78,0.153314412342,0.38655987985500473
-534.5,2.96,0.21617940537,0.38655987985500473
-533.5,2.21,0.154857948756,0.4158097093358482
-532.5,1.68,0.09359954376299998,0.4158097093358482
-531.5,2.29,0.20185134727100004,0.38655987985500473
-530.5,2.24,0.18919227117600002,0.4254043992052254
-529.5,1.91,0.18525171116,0.4542844450343515
-528.5,2.01,0.17347477719999996,0.4542844450343515
-527.5,1.28,0.135491561744,0.46394770325088164
-526.5,1.31,0.12498382049999998,0.49191358467682866
-525.5,2.0,0.210049726722,0.46394770325088164
-524.5,3.63,0.410702277664,0.4542844450343515
-523.5,1.92,0.210330953196,0.4254043992052254
-522.5,1.95,0.20059641993100003,0.3378367505928374
-521.5,2.37,0.268983056516,0.3378367505928374
-520.5,1.25,0.06202852595400001,0.34311384395078454
-519.5,1.3,0.062277684348,0.34311384395078454
-518.5,1.13,0.05053525569,0.34311384395078454
-517.5,1.6,0.13776574748300002,0.34311384395078454
-516.5,1.74,0.09404356459800002,0.34311384395078454
-515.5,1.73,0.139917682433,0.34311384395078454
-514.5,3.07,0.351352587422,0.35558841405510416
-513.5,2.25,0.23798036903199998,0.3752472652698514
-512.5,4.42,0.4688884742500001,0.3752472652698514
-511.5,1.94,0.14500466149,0.3752472652698514
-510.5,1.81,0.15302130363300004,0.3752472652698514
-509.5,2.31,0.24577252738500002,0.38946186778477876
-508.5,2.09,0.15881784689599998,0.38946186778477876
-507.5,0.82,0.0067711551039999875,0.3752472652698514
-506.5,1.59,0.09743942577900001,0.3752472652698514
-505.5,1.82,0.14780712566400003,0.3752472652698514
-504.5,2.27,0.25747423133999997,0.36620400133847586
-503.5,2.08,0.208056159199,0.3624607709906614
-502.5,1.53,0.12394057033800003,0.30393389006058863
-501.5,3.63,0.265865885645,0.3624607709906614
