wreck_id,strauss_id,name,parker_number,country,sea_area,region_db,latitude,longitude,date_start,date_end,cargo_types,provenance,destination,region
7872,0,Goica/Gojca Islet,456,Croatia,Adriatic,Pakleni Islands near Hvar,43.16666,16.4,1.0,100.0,amphorae,,,adriatic
7874,0,El Golfet,458,,,,0.0,0.0,-100.0,-75.0,,,,western_med
7875,0,Golfo della Stella,459,,,,0.0,0.0,,,,,,western_med
7876,0,Golo,460,,,,0.0,0.0,-150.0,400.0,,,,western_med
7877,0,Gorgona A,461,,,,0.0,0.0,1.0,100.0,,,,western_med
7878,0,Gorgona B,462,,,,0.0,0.0,,,,,,western_med
7879,0,Gospa Prizidnica,463,,,,0.0,0.0,-75.0,-25.0,,,,adriatic
7881,0,Graham Bank A,465,,,,0.0,0.0,-150.0,-100.0,,,,western_med
7882,0,Graham Bank B,466,,,,0.0,0.0,375.0,450.0,,,,western_med
7883,0,Le Grand Avis,467,,,,0.0,0.0,-100.0,-75.0,,,,western_med
7884,0,Grand Bassin A,468,,,,0.0,0.0,-350.0,-250.0,,,,western_med
7885,0,Grand Bassin B,469,,,,0.0,0.0,-110.0,-90.0,,,,western_med
7886,0,Grand Bassin C,470,,,,0.0,0.0,117.0,123.0,,,,western_med
7887,0,Grand Bassin D,471,,,,0.0,0.0,313.0,313.0,,,,western_med
7889,0,Le Grand Congloué B,473,,,,0.0,0.0,-110.0,-80.0,,,,western_med
7890,0,Le Grand Congloué C,474,,,,0.0,0.0,-75.0,-25.0,,,,western_med
7891,0,Le Grand Radeau,475,,,,0.0,0.0,-45.0,-35.0,,,,western_med
7892,0,Le Grand Ribaud A,476,,,,0.0,0.0,-120.0,-100.0,,,,western_med
7893,0,Le Grand Ribaud D,477,France,Western Mediterranean,Var,0.0,0.0,-10.0,-1.0,amphorae,,,western_med
7894,0,Le Grand Rouveau,478,France,Western Mediterranean,Var,0.0,0.0,25.0,75.0,amphorae,,,western_med
7895,0,Le Grand Souffre,479,France,Western Mediterranean,Bouches-du-Rhône,43.2664,5.29907,-100.0,-75.0,amphorae,,,western_med
7896,0,Grand Grenille,480,,,,0.0,0.0,-150.0,-25.0,,,,western_med
7897,0,Gravisca,481,,,,0.0,0.0,1.0,100.0,,,,western_med
7898,0,Grazel A,482,,,,0.0,0.0,-200.0,-150.0,,,,western_med
7899,0,Grazel B,483,,,,0.0,0.0,631.0,631.0,,,,western_med
7900,0,Grebeni,484,Croatia,Adriatic,SW  of Silba Island,44.33333,14.66667,-150.0,400.0,A cargo of tegulae.,,,adriatic
7901,0,Le Gros Mur,485,,,,0.0,0.0,-100.0,-25.0,,,,western_med
7903,0,Grscica,487,,,,0.0,0.0,1.0,200.0,,,,adriatic
7904,0,Guardias Viejas,488,,,,0.0,0.0,75.0,100.0,,,,western_med
7905,0,Guardis A,489,,,,0.0,0.0,-150.0,-130.0,,,,western_med
7906,0,Guardis B,490,,,,0.0,0.0,1.0,25.0,,,,western_med
7907,0,Gumusluk,491,,,,0.0,0.0,300.0,400.0,,,,eastern_med
7908,0,Gusteranski,492,Croatia,Adriatic,N of Zirje Island,43.63333,15.7,75.0,125.0,"amphorae; South Italian Pompeian ware consisting of 'orlo bifido' bowls, with plates/lids and standard Pompeian red plates, which were only 15% of the total of 50 brought to the surface.",,,adriatic
7909,0,Haghiokambos,493,,,,0.0,0.0,,,,,,eastern_med
7910,0,Hahotrim A,494,,,,0.0,0.0,-1300.0,-1100.0,,,,eastern_med
7911,0,Hahotrim B,495,,,,0.0,0.0,200.0,300.0,,,,eastern_med
7912,0,Halkoz Adasi,496,,,,0.0,0.0,-325.0,-275.0,,,,eastern_med
7913,0,Hayirsiz Ada,498,,,,0.0,0.0,900.0,1100.0,,,,eastern_med
7914,0,Heliopolis A,499,France,Western Mediterranean,Var,43.02268,6.4282,300.0,325.0,amphorae,North Africa,,western_med
7915,0,Heliopolis B,500,France,Western Mediterranean,Var,0.0,0.0,-200.0,-125.0,,,,western_med
7916,0,Herculaneum I,501,Italy,,Bay of Naples,0.0,0.0,79.0,79.0,,,,western_med
7917,0,Hishuley Carmel,503,,,,0.0,0.0,-1450.0,-1350.0,,,,eastern_med
7919,0,Hof Hacarmel B,505,,,,0.0,0.0,400.0,425.0,,,,eastern_med
7920,0,Las Hormigas,506,,,,0.0,0.0,425.0,550.0,,,,western_med
7921,0,El Hornillo,507,,,,0.0,0.0,-80.0,-50.0,,,,western_med
7922,0,Huelva,508,,,,0.0,0.0,-900.0,-800.0,,,,western_med
7923,0,Iassos,509,,,,0.0,0.0,300.0,700.0,,,,eastern_med
7925,0,Ile Rousse,511,France,Western Mediterranean,Corsica,0.0,0.0,50.0,50.0,amphorae,"Maresme, Spain",,western_med
7926,0,Ilot Barthelemy,512,,,,0.0,0.0,-125.0,-100.0,,,,western_med
7927,0,Ilovik,513,Croatia,Adriatic,between Sv. Petar isl and Kozjak island,44.46666,14.53333,117.0,123.0,amphorae,Northern Italy,,adriatic
7928,0,Imera,514,,,,0.0,0.0,285.0,350.0,,,,western_med
7929,0,Imperia,515,,,,0.0,0.0,-100.0,-25.0,,,,western_med
7931,0,Isis,517,International waters,,Sicily - Tunisia,0.0,0.0,375.0,425.0,"amphorae; Common ware pottery, mostly Tunisian, datable to c AD 400, some are unique in style. A basalt millstone from Libya with a concave hopper and protruding handles is an previoulsy unknown form.",Carthage,Rome,western_med
7932,0,Iskandil Burnu A,518,,,,0.0,0.0,575.0,600.0,amphorae,,,eastern_med
7933,0,Iskandil Burnu B,519,,,,0.0,0.0,200.0,300.0,,,,eastern_med
7934,0,Isla Pedrosa,520,,,,0.0,0.0,-150.0,-140.0,,,,western_med
7936,0,Isola delle Femmine,523,,,,0.0,0.0,-400.0,-200.0,,,,western_med
7937,0,Isola Rossa,524,,,,0.0,0.0,100.0,200.0,,,,western_med
